customer_id,application_date,branch_id,customer_group_id,age,gender,marital_status,education_level,employment_type,annual_income,monthly_expenses,loan_amount,loan_tenure_months,interest_rate,credit_score,existing_loans_count,credit_card_utilization,late_payment_count,bank_balance,savings_account_balance,transaction_frequency,avg_transaction_value,last_payment_delay_days,property_ownership,city_tier,has_insurance,loan_purpose,risk_segment,income_to_loan_ratio,debt_to_income_ratio,annual_income_duplicate,low_variance_flag,default_status
104965,2024-11-20,BR002,G02056,25.0,Male,Single,Postgraduate,Salaried,90000.0,5172.25,65812.28,24,9.58,809.0,2,0.436,1,1521.51,8887.0,21.0,,2.0,Own,Tier 2,No,Personal,Low,1.3675,1.0553,90485.45,0,0
104966,2023-03-19,BR028,G00211,35.0,Male,Married,Postgraduate,Self-employed,90000.0,5000.0,69143.34,12,9.84,800.0,1,0.592,1,8537.82,21758.63,62.0,748.6,10.0,Own,Tier 2,No,Education,Low,1.3016,1.4349,90755.2,1,0
104967,2023-06-14,BR009,G01899,47.0,Male,Married,School,Self-employed,103690.73,10698.65,122594.26,60,10.57,684.0,1,0.638,1,15854.4,35211.96,55.0,100.0,20.0,Family Owned,Tier 2,Yes,Business,Low,0.8458,1.4746,100071.3,0,0
104968,2023-09-04,BR039,G02026,47.0,Male,Married,School,Salaried,90000.0,5000.0,69194.16,60,17.02,734.0,1,0.52,1,5222.23,12573.58,56.0,100.0,3.0,Own,Tier 1,Yes,Personal,Low,1.3007,0.8204,88831.72,0,0
104969,2023-01-28,BR019,G01788,42.0,Male,Single,School,Self-employed,90000.0,6602.04,50000.0,48,12.17,700.0,1,0.462,3,13219.85,29088.2,36.0,100.0,7.0,Own,Tier 2,No,Business,Medium,1.8,1.0192,89883.31,0,1
104970,2024-08-18,BR015,G01461,45.0,Female,Divorced,School,Salaried,,,206614.32,36,16.71,693.0,1,0.366,1,14995.26,59899.04,49.0,529.28,6.0,Rent,Tier 2,Yes,Personal,Low,0.4356,1.4319,87710.43,0,0
104971,2024-09-16,BR003,G02249,53.0,Female,Married,School,Salaried,90000.0,5000.0,50000.0,48,9.54,721.0,0,0.762,2,645.81,4156.17,41.0,100.0,7.0,Rent,Tier 1,No,Education,Medium,1.8,0.8056,89548.24,0,0
104972,2023-10-07,BR040,G01634,40.0,Male,Single,School,Salaried,102882.32,9128.79,64036.82,36,13.1,654.0,1,0.726,2,9831.97,31576.33,67.0,375.96,3.0,Family Owned,Tier 2,No,Personal,Medium,1.6066,1.2722,105118.88,0,0
104973,2024-09-02,BR020,G02116,54.0,Male,Single,School,Unemployed,90000.0,5000.0,81246.52,48,9.97,604.0,0,0.071,1,16158.51,23106.23,42.0,100.0,5.0,Rent,Tier 1,No,Business,High,1.1077,0.8924,90572.43,0,1
104974,2024-07-17,BR014,G00451,31.0,Male,Married,School,Salaried,302453.64,,531787.86,24,11.79,704.0,1,0.273,2,50350.15,44925.15,46.0,658.04,12.0,Rent,Tier 1,No,Education,Low,0.5687,1.2335,294764.02,0,0
104975,2024-08-08,BR043,G01664,38.0,Male,Single,Graduate,Self-employed,90000.0,5000.0,50000.0,36,8.96,,1,0.336,0,,19389.29,36.0,717.42,4.0,Rent,Tier 1,Yes,Personal,Low,1.8,0.8519,90916.13,0,0
104976,2024-08-08,BR001,G01094,34.0,Female,Married,Graduate,Salaried,124415.42,20385.72,229793.56,12,13.56,673.0,0,0.466,0,15574.27,75098.08,38.0,451.71,5.0,Rent,Tier 1,Yes,Business,Low,0.5414,3.8132,124877.92,0,0
104977,2024-02-23,BR024,G02171,48.0,Female,Married,Graduate,Salaried,140741.3,14813.26,356040.16,36,14.16,637.0,2,0.028,0,3649.73,16944.03,39.0,1297.44,4.0,Family Owned,Tier 1,No,Education,Low,0.3953,2.1063,143338.86,0,0
104978,2023-03-22,BR009,G02202,28.0,Female,Married,Postgraduate,Salaried,133488.83,5343.97,183884.98,48,12.58,764.0,0,0.751,0,1628.02,13186.0,41.0,100.0,5.0,Family Owned,Tier 1,Yes,Personal,Medium,0.7259,0.8248,133249.04,0,0
104979,2024-11-05,BR007,G02110,35.0,Male,Married,Graduate,Salaried,107539.56,7805.17,268952.57,24,13.22,614.0,4,0.417,2,7358.87,33484.14,45.0,1000.22,5.0,Rent,Tier 2,Yes,Personal,Medium,0.3998,2.1214,105350.42,0,0
104980,2024-03-20,BR002,G00539,21.0,Female,Single,Graduate,Self-employed,129779.09,5452.45,203049.47,48,10.36,668.0,2,0.207,0,5155.71,41829.45,33.0,100.0,9.0,Family Owned,Tier 1,Yes,Business,Medium,0.6392,0.8953,130098.02,0,0
104981,2024-10-19,BR010,G01231,46.0,Female,Married,Postgraduate,Salaried,90000.0,5000.0,50000.0,48,6.5,728.0,1,0.178,1,15564.21,60950.33,26.0,100.0,1.0,Rent,Tier 2,Yes,Personal,Low,1.8,0.8056,88415.89,0,0
104982,2024-12-01,BR048,G00001,53.0,Male,Single,Graduate,Self-employed,90000.0,8801.43,175902.15,60,8.56,704.0,2,0.322,1,,41521.2,35.0,100.0,12.0,Rent,Tier 2,Yes,Personal,,0.5116,1.5644,87756.12,0,0
104983,2023-05-17,BR023,G02450,49.0,Female,Single,School,Self-employed,90000.0,5000.0,123662.88,36,9.52,784.0,0,0.195,0,-205.81,5443.45,53.0,100.0,2.0,,Tier 2,No,Personal,Medium,0.7278,1.1247,89976.49,0,0
104984,2023-10-21,BR050,G00644,48.0,Female,Single,Graduate,Salaried,182060.62,12126.85,357973.66,72,13.5,693.0,1,0.247,1,3152.24,37936.31,59.0,100.0,10.0,Rent,Tier 1,No,Home,Low,0.5086,1.127,179414.26,0,0
104985,2023-05-21,BR014,G01562,48.0,Female,Married,Graduate,Salaried,90000.0,5000.0,320346.25,48,10.45,618.0,3,0.128,2,7161.31,42280.09,58.0,122.28,3.0,Rent,Tier 3,Yes,Business,High,0.2809,1.5565,90783.63,0,0
104986,2023-02-07,BR039,G01219,47.0,Male,Single,Graduate,Salaried,187658.47,5000.0,173262.67,12,8.14,704.0,4,0.406,1,6728.78,32835.89,41.0,551.14,5.0,Rent,Tier 1,No,Home,Low,1.0831,1.243,194953.53,0,0
104987,2024-12-06,BR005,G02262,46.0,Male,Married,Graduate,Self-employed,90000.0,5000.0,182165.22,36,15.2,,4,0.771,1,11092.76,35717.15,27.0,100.0,3.0,Family Owned,Tier 2,Yes,Business,Medium,0.4941,1.3414,92412.0,0,0
104988,2024-11-05,BR006,G02054,46.0,Female,Single,Graduate,Self-employed,90000.0,5000.0,278454.12,48,10.53,647.0,3,0.851,1,12688.28,21521.77,52.0,100.0,4.0,Rent,Tier 3,No,Business,Medium,0.3232,1.4402,90037.14,0,0
104989,2024-11-11,BR001,G01943,32.0,Male,Married,Postgraduate,Salaried,90000.0,5000.0,50000.0,48,10.23,,3,0.261,1,-1044.73,4769.94,34.0,409.56,11.0,Rent,Tier 2,Yes,Home,Medium,1.8,0.8056,87483.53,0,0
104990,2024-10-07,BR045,G01609,37.0,Female,Single,Graduate,Salaried,90000.0,7244.32,201574.5,24,13.55,646.0,2,0.102,1,-209.0,8668.84,38.0,100.0,0.0,Own,Tier 3,Yes,Personal,Medium,0.4465,2.0858,88803.26,0,0
104991,2024-04-18,BR034,G00299,40.0,Male,Married,School,Self-employed,90000.0,5000.0,158573.38,24,9.41,629.0,0,0.521,0,2891.15,10887.49,59.0,100.0,8.0,Rent,Tier 2,Yes,Personal,Low,0.5676,1.5476,89864.57,0,0
104992,2024-01-17,BR038,G02298,35.0,Male,Married,Graduate,Self-employed,90000.0,7799.47,87906.89,48,10.38,695.0,0,0.281,2,12685.15,11772.18,38.0,181.8,5.0,Rent,Tier 1,No,Education,Low,1.0238,1.2841,89561.1,0,0
104993,2024-12-24,BR047,G00157,22.0,Female,Single,Graduate,Salaried,90000.0,6049.65,71042.44,24,11.54,723.0,1,0.653,0,5653.01,15931.69,,100.0,2.0,Family Owned,Tier 1,No,Home,Medium,1.2668,1.2013,89173.02,0,0
104994,2024-02-08,BR017,G01139,25.0,Female,Married,Graduate,,150602.45,10665.18,99607.35,36,12.05,698.0,1,0.552,1,20265.2,59572.38,46.0,1724.61,1.0,Family Owned,Tier 3,No,Education,Low,1.512,1.0703,151337.34,0,0
104995,2024-04-13,BR037,G00949,42.0,Male,Married,Graduate,Salaried,90000.0,5000.0,66369.29,72,14.27,,1,0.453,1,9682.42,28553.3,39.0,,6.0,Rent,Tier 3,No,Business,Low,1.356,0.7896,91428.71,0,0
104996,2023-06-04,BR026,G00978,49.0,Female,Single,Graduate,Self-employed,,12682.27,50000.0,36,7.77,,1,0.448,3,6644.82,30667.05,59.0,100.0,,Rent,Tier 2,Yes,Personal,Medium,1.8,1.8762,89404.66,0,0
104997,2024-06-29,BR028,G02444,39.0,Female,Single,Postgraduate,Self-employed,90000.0,6550.69,50000.0,48,6.5,679.0,0,0.497,0,3944.86,9493.02,55.0,398.43,9.0,Own,Tier 1,Yes,Business,Low,1.8,1.0123,90273.51,0,0
104998,2024-08-21,BR034,G00579,69.0,Female,Single,Graduate,Salaried,,5000.0,264838.31,48,13.18,651.0,2,0.157,1,1456.29,12323.62,41.0,100.0,1.0,Family Owned,Tier 2,Yes,Home,Low,0.3398,1.4023,90740.07,0,0
104999,2024-05-10,BR024,G01450,29.0,Male,Married,Postgraduate,Self-employed,90000.0,5000.0,342864.84,48,15.59,605.0,2,0.446,4,2841.38,19225.14,43.0,1079.54,1.0,Rent,Tier 1,Yes,Personal,High,0.2625,1.6191,89456.92,0,1
105000,2023-12-30,BR002,G00546,44.0,Female,Single,School,Self-employed,90000.0,,142758.3,84,10.88,696.0,1,0.367,0,11819.04,30120.28,45.0,100.0,3.0,Own,Tier 2,Yes,Personal,Low,0.6304,0.8933,91959.44,0,0
105001,2023-05-25,BR004,G02279,53.0,Female,Divorced,Graduate,Salaried,90000.0,5000.0,106142.23,48,10.93,623.0,2,0.237,0,11650.92,49432.69,24.0,325.21,2.0,Family Owned,Tier 3,No,Personal,Low,0.8479,0.9615,90343.72,0,0
105002,2023-01-25,BR026,G01841,51.0,Female,Married,Graduate,Salaried,90000.0,11914.73,87180.05,36,10.16,700.0,2,0.226,1,-5322.68,7630.71,50.0,100.0,5.0,Rent,Tier 1,Yes,Personal,Medium,1.0323,1.9115,89924.85,0,0
105003,2024-04-02,BR029,G01038,46.0,Female,Married,Graduate,Salaried,118637.29,8908.74,71999.66,36,13.19,799.0,1,0.393,0,1325.58,20721.29,68.0,100.0,5.0,Rent,Tier 2,Yes,Education,Low,1.6477,1.1034,116075.21,0,0
105004,2024-05-13,BR037,G00201,51.0,Male,Divorced,Graduate,Self-employed,123864.87,5000.0,243564.32,60,11.79,,2,0.455,4,,20415.1,43.0,172.41,6.0,Own,Tier 1,Yes,Business,High,0.5086,0.8777,120953.39,0,0
105005,2024-07-18,BR029,G00382,40.0,Male,Single,Graduate,Salaried,,12791.41,,36,10.43,688.0,1,0.125,1,4819.62,36069.14,57.0,205.33,2.0,Own,Tier 2,Yes,Business,Low,0.8924,2.0791,89664.46,0,0
105006,2024-11-24,BR010,G00607,57.0,Male,Married,Graduate,Self-employed,90000.0,7992.64,169148.27,60,12.69,722.0,2,0.368,1,6313.27,23360.05,19.0,780.62,6.0,Rent,Tier 2,No,Personal,Low,0.5321,1.4416,91211.77,0,0
105007,2023-12-30,BR019,G01016,53.0,Male,Single,Postgraduate,Salaried,94448.59,15816.41,156660.58,36,8.75,688.0,2,0.631,3,,42021.93,19.0,934.58,17.0,Own,Tier 1,No,Personal,High,0.6029,2.5624,93803.06,0,0
105008,2024-08-28,BR023,G02215,30.0,Female,Married,School,Self-employed,90000.0,5000.0,105144.71,12,11.98,726.0,1,0.13,2,7630.49,29552.16,53.0,100.0,10.0,Rent,Tier 2,Yes,Home,Medium,0.856,1.8349,88677.87,0,0
105009,2024-06-06,BR050,G00299,43.0,Female,Single,Graduate,Self-employed,90000.0,11565.92,316532.04,60,7.89,743.0,1,0.766,0,3725.62,22898.29,32.0,100.0,8.0,Rent,Tier 3,No,Personal,Medium,0.2843,2.2455,87179.95,0,0
105010,2023-07-22,BR027,G01443,22.0,Female,Married,Graduate,Salaried,90000.0,5000.0,304141.85,12,14.3,647.0,1,0.207,0,1695.37,23329.98,37.0,529.73,4.0,Own,Tier 3,No,Home,Medium,0.2959,4.046,91098.17,0,0
105011,2024-09-08,BR032,G00869,56.0,Female,Married,Graduate,Self-employed,90000.0,7194.07,193281.22,60,13.67,643.0,2,0.199,2,5285.76,37188.29,28.0,100.0,1.0,Rent,Tier 1,Yes,Home,,0.4656,1.3887,91037.45,0,0
105012,2023-02-08,BR037,G00117,41.0,Female,Married,School,Self-employed,90000.0,5000.0,50000.0,60,12.67,749.0,0,0.621,0,-2767.22,1714.71,45.0,637.46,9.0,Family Owned,Tier 2,Yes,Personal,Medium,1.8,0.7778,90969.1,0,0
105013,2024-03-13,BR019,G01549,54.0,Female,Divorced,School,Salaried,90000.0,5091.99,234102.46,60,10.72,646.0,1,0.128,1,,21446.61,,833.5,5.0,Rent,Tier 1,Yes,Education,Medium,0.3844,1.1992,91202.22,0,0
105014,2024-11-17,BR049,G01761,38.0,Male,Single,Graduate,,90000.0,5443.57,338999.8,36,14.93,,2,0.308,0,-1115.8,16553.91,44.0,799.0,2.0,Own,Tier 2,No,Home,Medium,0.2655,1.9814,88647.8,0,0
105015,2024-04-26,BR034,G02399,21.0,Female,Divorced,Graduate,Self-employed,90000.0,7547.96,283856.08,48,12.84,,0,0.36,3,9427.99,38345.0,44.0,100.0,2.0,Rent,Tier 2,Yes,Home,High,0.3171,1.7949,89170.8,0,0
105016,2024-11-15,BR043,G01267,68.0,Male,Married,Graduate,Unemployed,90000.0,14569.41,,48,14.94,744.0,1,0.421,1,-609.36,8168.27,36.0,100.0,11.0,Rent,Tier 1,Yes,Home,Low,0.3253,2.7112,89633.0,0,0
105017,2023-02-10,BR038,G00814,40.0,Male,Married,School,Salaried,90000.0,6819.95,213722.9,24,13.0,661.0,1,0.202,1,15154.53,10783.42,27.0,158.48,11.0,Own,Tier 1,No,Personal,Low,0.4211,2.0967,89484.37,0,0
105018,2024-01-24,BR032,G02137,28.0,Female,Married,Graduate,Salaried,98842.79,5000.0,50000.0,60,12.34,,2,0.632,4,8181.61,38907.93,48.0,290.81,8.0,Rent,Tier 1,No,Business,Low,1.9769,0.7082,99705.79,0,1
105019,2024-07-23,BR002,G00619,52.0,Female,Married,School,Salaried,90000.0,6413.76,50000.0,48,10.47,727.0,2,0.378,1,15024.4,51504.01,23.0,161.23,23.0,Own,Tier 2,No,Business,Medium,1.8,0.9941,90057.43,0,0
105020,2024-04-13,BR030,G01707,61.0,Male,Married,Postgraduate,Salaried,119757.34,5000.0,293442.53,36,9.49,689.0,0,0.077,1,22590.76,16610.93,51.0,442.15,7.0,Own,Tier 3,No,Personal,Medium,0.4081,1.3178,116062.79,0,0
105021,2024-10-04,BR007,G02359,37.0,Female,Married,Graduate,Self-employed,105979.16,16876.94,215458.02,24,11.64,721.0,2,0.241,0,-5011.05,6450.8,31.0,100.0,10.0,Own,Tier 3,Yes,Education,Medium,0.4919,2.9275,107698.57,0,0
105022,2023-12-04,BR031,G00012,38.0,Female,Married,School,Self-employed,90000.0,5000.0,320617.29,24,13.42,693.0,1,0.226,0,802.79,20477.9,39.0,624.97,2.0,Family Owned,Tier 3,No,Business,Low,0.2807,2.4479,92129.43,0,0
105023,2024-05-13,BR036,G02313,42.0,Male,Divorced,Graduate,Salaried,90000.0,8616.36,137800.62,36,10.73,716.0,1,0.228,0,-4451.73,0.0,27.0,100.0,6.0,Rent,Tier 3,No,Business,Low,0.6531,1.6592,87536.87,0,0
105024,2023-11-03,BR028,G00515,27.0,Female,Married,Postgraduate,,116475.07,11756.74,129833.82,84,9.33,643.0,2,0.193,1,4979.61,33759.95,50.0,756.33,1.0,Own,Tier 2,No,Personal,Medium,0.8971,1.3705,116849.86,0,0
105025,2024-09-28,BR016,G01204,31.0,Other,Divorced,Graduate,Salaried,90000.0,7410.07,171459.67,36,12.16,717.0,1,0.16,1,12974.97,31651.39,32.0,1254.53,9.0,Own,Tier 3,No,Education,Low,0.5249,1.623,90060.68,0,0
105026,2023-03-29,BR003,G00645,59.0,Female,Married,Graduate,Salaried,90000.0,5000.0,50000.0,48,10.06,743.0,0,0.33,1,12392.61,42823.16,42.0,100.0,5.0,Rent,Tier 1,No,Home,Low,1.8,0.8056,89121.48,0,0
105027,2023-07-05,BR034,G00362,38.0,Male,Single,Graduate,Salaried,111510.28,5000.0,50000.0,48,11.51,774.0,0,0.619,2,7187.1,17297.29,46.0,530.66,21.0,Own,Tier 2,Yes,Home,Low,2.2302,0.6502,111229.61,0,0
105028,2023-03-12,BR035,G01756,30.0,,Married,Graduate,,92821.2,11328.52,249021.22,48,16.11,721.0,1,0.246,0,,25430.2,46.0,1389.97,7.0,Family Owned,Tier 3,Yes,Personal,Low,0.3727,2.1353,93533.6,0,0
105029,2024-05-27,BR024,G01206,34.0,Male,Married,Postgraduate,Self-employed,90000.0,7007.2,150192.3,48,15.54,759.0,1,0.123,0,8575.75,19032.95,30.0,100.0,11.0,Rent,Tier 2,No,Home,Low,0.5992,1.3515,90362.97,0,0
105030,2023-06-19,BR036,G01274,51.0,Male,Single,Postgraduate,Self-employed,90000.0,5000.0,103569.38,60,10.42,,0,0.569,0,16806.13,34967.12,,100.0,10.0,Family Owned,Tier 2,Yes,Personal,Low,0.869,0.8968,90042.95,0,0
105031,2023-08-20,BR039,G01210,21.0,Female,Single,School,Salaried,90000.0,5000.0,50000.0,60,11.54,703.0,2,0.77,2,4323.26,19924.43,39.0,372.82,10.0,Own,Tier 2,Yes,,Medium,1.8,0.7778,88922.35,0,0
105032,2024-09-02,BR026,G01869,42.0,Female,Single,Graduate,Self-employed,90000.0,5000.0,213954.16,60,7.42,553.0,2,0.332,3,8730.74,28938.97,39.0,100.0,7.0,Own,Tier 3,No,Personal,High,0.4207,1.1421,90983.36,0,0
105033,2023-09-20,BR003,G02416,66.0,Male,Married,Postgraduate,Salaried,90000.0,6654.01,50000.0,24,11.26,764.0,0,0.13,0,13032.36,41207.13,50.0,398.21,8.0,Family Owned,Tier 1,No,Personal,Low,1.8,1.165,88275.15,0,0
105034,2023-04-17,BR044,G01283,61.0,Male,Married,School,Salaried,90000.0,,158627.21,60,9.28,627.0,3,0.288,3,1406.83,27489.45,29.0,1016.28,9.0,Rent,Tier 1,No,Education,Medium,0.5674,2.8987,88838.37,0,1
105035,2023-01-16,BR024,G00389,45.0,Male,Married,Postgraduate,Self-employed,90000.0,5000.0,50000.0,48,11.63,714.0,1,0.221,2,15429.74,39613.82,41.0,,15.0,Rent,Tier 3,Yes,Education,Medium,1.8,0.8056,90849.72,0,0
105036,2023-06-15,BR034,G00819,53.0,Male,Single,Graduate,Salaried,90000.0,5000.0,57252.74,24,7.09,716.0,2,0.313,2,9751.97,33873.03,24.0,611.58,9.0,Own,Tier 3,Yes,Business,Low,1.572,0.9847,90792.41,0,0
105037,2024-10-29,BR046,G01241,53.0,Female,Single,Graduate,Self-employed,125609.28,7621.94,377886.92,48,11.41,688.0,1,0.51,1,12490.1,25278.09,33.0,100.0,4.0,Own,Tier 2,No,Education,Low,0.3324,1.4803,123773.24,0,0
105038,2024-02-05,BR019,G00260,38.0,Female,Single,Postgraduate,Salaried,90000.0,5000.0,137206.25,24,7.39,682.0,1,0.25,0,4097.35,13055.01,24.0,476.42,1.0,Own,Tier 1,Yes,Business,Medium,0.6559,1.4289,89094.18,0,0
105039,2024-12-27,BR032,G00573,49.0,Male,Married,Graduate,Salaried,90000.0,5000.0,165218.57,48,11.58,674.0,3,0.095,1,3884.51,25307.55,56.0,100.0,9.0,Own,Tier 3,No,Home,Low,0.5447,1.1256,89030.99,0,0
105040,2023-06-07,BR001,G00507,59.0,Male,Married,Graduate,Salaried,90000.0,5000.0,339343.55,48,17.65,,2,0.241,1,15269.93,35869.94,42.0,648.6,5.0,Rent,Tier 3,Yes,Personal,,0.2652,1.6093,91073.04,0,0
105041,2023-09-14,BR045,G02433,25.0,Female,Married,Graduate,Unemployed,90000.0,,50000.0,48,8.57,710.0,0,0.241,3,,35313.3,31.0,637.58,5.0,Family Owned,Tier 1,Yes,Home,Medium,1.8,1.3786,90094.71,0,0
105042,2023-04-30,BR003,G01002,45.0,Male,Single,Graduate,Salaried,90000.0,5000.0,56362.34,60,8.36,766.0,2,0.36,0,10189.22,12345.28,24.0,100.0,5.0,Family Owned,Tier 2,Yes,Business,Medium,1.5968,0.7919,89702.87,0,0
105043,2023-10-18,BR028,G02198,43.0,Female,Married,Graduate,Salaried,127635.59,7044.18,50000.0,36,10.67,719.0,2,0.364,2,246.17,18814.81,20.0,1181.53,7.0,Rent,Tier 3,No,Business,Low,2.5527,0.7929,129628.95,0,0
105044,2024-02-16,BR018,G01379,40.0,Female,Married,School,,90000.0,11811.61,199669.31,48,10.1,736.0,1,0.37,0,13111.66,27248.64,33.0,658.41,1.0,Own,Tier 2,Yes,Personal,Medium,0.4507,2.1295,91266.68,0,0
105045,2024-08-12,BR002,G01266,39.0,Male,Divorced,Graduate,Salaried,256905.13,12668.75,473416.02,48,15.0,730.0,0,0.048,0,39505.9,79625.11,57.0,100.0,8.0,Family Owned,Tier 1,Yes,Personal,Low,0.5427,1.0524,256555.71,0,0
105046,2023-09-26,BR024,G02347,42.0,Female,Married,Postgraduate,Salaried,90000.0,5000.0,196893.34,36,10.06,660.0,5,0.602,0,3016.96,10576.46,42.0,427.15,8.0,Rent,Tier 3,No,Personal,Low,0.4571,1.3959,86542.02,0,0
105047,2024-07-17,BR047,G01730,42.0,Female,Married,Postgraduate,Self-employed,95836.34,5000.0,50000.0,84,7.42,713.0,1,0.185,0,,50021.1,48.0,100.0,8.0,Rent,Tier 2,No,Home,Low,1.9167,0.7006,96173.95,0,0
105048,2024-04-02,BR009,G00600,51.0,Male,Married,Graduate,,90000.0,5000.0,250716.92,60,13.53,586.0,2,0.392,2,16724.41,32051.52,42.0,1599.96,12.0,Own,Tier 3,No,Home,High,0.359,1.2238,88717.87,0,0
105049,2023-08-02,BR015,G00705,44.0,Male,Single,Postgraduate,Salaried,,6085.13,355475.25,72,15.26,613.0,1,0.49,2,11911.01,42664.54,21.0,682.96,5.0,Own,Tier 2,Yes,Home,Medium,0.2532,1.4696,91729.86,0,1
105050,2024-10-27,BR010,G01666,37.0,Female,Married,School,Self-employed,90000.0,5000.0,89154.58,24,11.31,715.0,1,0.156,0,99.58,16301.88,13.0,1567.91,2.0,Own,Tier 2,Yes,Home,Low,1.0095,1.162,88337.2,0,0
105051,2023-11-13,BR007,G00006,30.0,Male,Married,Graduate,Salaried,90000.0,5000.0,251711.9,36,10.61,655.0,1,0.297,1,512.7,9924.09,21.0,901.49,5.0,Own,Tier 3,Yes,Personal,Low,0.3576,1.5989,90937.17,0,0
105052,2023-04-21,BR012,G00382,34.0,Female,Married,Graduate,Salaried,90000.0,5000.0,75997.53,60,11.95,771.0,1,0.317,0,9006.93,13256.81,43.0,132.76,1.0,Rent,Tier 2,Yes,Business,Medium,1.1842,0.8356,88155.21,0,0
105053,2024-12-03,BR029,G00186,42.0,Male,Single,Postgraduate,Salaried,109394.12,5972.99,333036.42,60,13.63,720.0,0,0.435,0,,29944.94,39.0,599.9,12.0,,Tier 2,Yes,Business,Low,0.3285,1.2641,110198.69,0,0
105054,2024-10-28,BR040,G01785,31.0,,Married,Postgraduate,Salaried,90000.0,5151.02,50000.0,48,13.8,717.0,2,0.207,1,15562.96,52773.23,33.0,198.33,4.0,Own,Tier 2,Yes,Home,Low,1.8,0.8257,89666.78,0,0
105055,2023-02-06,BR035,G01104,49.0,Female,Single,Postgraduate,Self-employed,124340.47,10510.67,50000.0,48,12.23,761.0,1,0.31,0,13664.87,63596.52,38.0,707.64,5.0,Own,Tier 3,No,Personal,Low,2.4868,1.1149,127267.88,0,0
105056,2024-10-20,BR039,G00029,44.0,Female,Married,Graduate,Unemployed,,5000.0,130712.47,72,6.5,739.0,2,0.668,0,5876.51,26481.32,25.0,100.0,4.0,Rent,Tier 2,Yes,Personal,Medium,0.6885,0.9087,90310.95,0,0
105057,2024-11-22,BR036,G01855,52.0,Female,Divorced,Postgraduate,Salaried,90000.0,5000.0,50000.0,72,10.74,770.0,0,0.268,1,9774.73,49520.14,38.0,100.0,2.0,Rent,Tier 1,No,Business,,1.8,0.7593,92265.61,0,0
105058,2024-08-28,BR020,G01640,32.0,,Single,Graduate,Salaried,104901.41,5000.0,54280.71,60,9.66,682.0,1,0.373,1,11123.79,33431.32,31.0,530.36,5.0,Rent,Tier 1,Yes,Personal,Low,1.9326,0.6755,101943.25,0,0
105059,2023-07-06,BR046,G01797,30.0,Female,Married,Graduate,Salaried,,9007.82,137405.37,48,10.31,652.0,0,0.577,0,7540.36,32236.61,27.0,1918.07,2.0,Own,Tier 2,No,Personal,Low,0.655,1.5827,91898.63,0,0
105060,2024-04-05,BR009,G00409,51.0,Male,Married,Postgraduate,Salaried,90000.0,5000.0,,48,6.5,747.0,0,0.519,1,8907.6,18663.36,17.0,100.0,13.0,Rent,Tier 1,No,Education,Low,0.8047,0.9773,92741.15,0,0
105061,2024-01-28,BR035,G02188,40.0,Female,Married,Graduate,Self-employed,105253.18,5000.0,266290.21,24,11.03,677.0,1,0.211,0,,47054.04,21.0,100.0,5.0,Rent,Tier 3,No,Personal,Low,0.3953,1.8351,105995.8,0,0
105062,2024-03-28,BR006,G00451,37.0,Male,Single,Graduate,Self-employed,90000.0,5000.0,50000.0,12,7.87,,0,0.127,2,13303.11,11386.09,26.0,100.0,2.0,Own,Tier 3,Yes,Home,Medium,1.8,1.2222,90443.44,0,0
105063,2024-03-26,BR039,G01428,47.0,Female,Married,School,Salaried,90000.0,5000.0,248781.09,24,13.77,780.0,1,0.378,1,6491.75,32092.74,34.0,100.0,2.0,Family Owned,Tier 3,Yes,Home,Low,0.3618,2.0488,89248.7,0,0
105064,2024-04-11,BR005,G01398,46.0,Female,Divorced,Graduate,Salaried,90000.0,,104320.96,60,10.8,799.0,1,0.406,2,92.8,5799.93,34.0,1495.89,7.0,Family Owned,Tier 2,Yes,Personal,Low,0.8627,0.8985,88676.99,0,0
105065,2024-01-11,BR011,G00547,25.0,Male,Married,School,,90000.0,18309.6,238812.04,24,13.18,727.0,1,0.415,0,-6857.42,3559.95,38.0,100.0,7.0,Rent,Tier 1,Yes,Education,Medium,0.3769,3.768,88354.56,0,0
105066,2024-05-19,BR020,G00939,54.0,Male,Married,School,Self-employed,90000.0,5000.0,99327.9,72,13.14,757.0,1,0.58,1,13897.46,25320.75,40.0,100.0,1.0,Rent,Tier 3,Yes,Business,Medium,0.9061,0.8506,90007.88,0,1
105067,2024-01-20,BR035,G00131,34.0,Male,Married,Postgraduate,Salaried,158183.44,13923.61,265344.53,48,9.76,710.0,3,0.609,2,-4738.2,12025.25,37.0,919.49,9.0,Rent,Tier 1,No,Personal,Medium,0.5961,1.4756,160309.85,0,0
105068,2023-01-13,BR003,G01179,58.0,Female,Single,Graduate,Salaried,90000.0,5000.0,187815.56,60,12.77,661.0,1,0.421,0,3549.32,20747.57,20.0,100.0,3.0,Family Owned,Tier 2,Yes,Personal,Low,0.4792,1.084,92335.47,0,0
105069,2023-01-26,BR013,G01693,24.0,Female,Married,School,Self-employed,90000.0,5528.82,317780.91,36,13.97,673.0,1,0.38,1,3454.73,32154.95,49.0,100.0,6.0,Own,Tier 1,No,Personal,Medium,0.2832,1.9141,89843.26,0,0
105070,2024-11-30,BR017,G00773,42.0,Female,Single,Graduate,Salaried,90000.0,5000.0,305003.95,36,16.87,678.0,1,0.255,2,16870.32,32120.03,30.0,404.48,11.0,Own,Tier 3,No,Personal,Medium,0.2951,1.7963,91913.22,0,0
